영업자시작일,업종명,업태명,업소명,소재지(도로명),소재지(지번)
2018-03-09,휴게음식점,커피숍,디초콜릿커피앤드경희대점,"서울특별시 동대문구 경희대로 7, 지하1~지상3층 (회기동)",서울특별시 동대문구 회기동 16-71 지하1층~지상3층 
2017-05-19,휴게음식점,일반조리판매,곰이네국밥집,"서울특별시 동대문구 제기로 2-1 (제기동,지상1층)",서울특별시 동대문구 제기동 137-173 지상1층 
2010-12-20,휴게음식점,일반조리판매,씨유(CU) 촬영소사거리점,"서울특별시 동대문구 답십리로 237, 105, 106호 (장안동)","서울특별시 동대문구 장안동 141-10 105, 106호"
2017-03-30,휴게음식점,커피숍,요거프레소전농사거리점,"서울특별시 동대문구 사가정로 122, 1층 106호 (전농동)",서울특별시 동대문구 전농동 32-4 1층 106호
2011-01-26,휴게음식점,일반조리판매,세븐일레븐(이문경희점),"서울특별시 동대문구 이문로 58 (휘경동,지상1층)",서울특별시 동대문구 휘경동 187-20 지상1층 
2013-09-16,휴게음식점,일반조리판매,소문난김밥,"서울특별시 동대문구 사가정로 147, 1층 (전농동)",서울특별시 동대문구 전농동 38-4 1층 
2011-02-09,휴게음식점,일반조리판매,도토리묵국수,"서울특별시 동대문구 왕산로 109 (제기동,지하1층)",서울특별시 동대문구 제기동 892-71 지하1층 
2020-07-13,휴게음식점,패스트푸드,도미노피자홍릉점,"서울특별시 동대문구 회기로 30, 지상1층 (제기동)",서울특별시 동대문구 제기동 1142-5 지상1층 
2011-02-21,휴게음식점,일반조리판매,팬더리아,서울특별시 동대문구 전농로20길 30 (전농동),서울특별시 동대문구 전농동 60-73 
2011-02-22,휴게음식점,커피숍,커피나무,"서울특별시 동대문구 망우로 67 (휘경동,지상1층 107호, 108호)","서울특별시 동대문구 휘경동 264-2 지상1층 107호, 108호 "
2016-03-11,휴게음식점,커피숍,이디야커피점,"서울특별시 동대문구 장한로 43 (장안동,지상1층)",서울특별시 동대문구 장안동 430-3 지상1층 
2011-03-16,휴게음식점,커피숍,커피숲,"서울특별시 동대문구 회기로 117 (회기동,지상1층)",서울특별시 동대문구 회기동 60-108 지상1층 
2011-03-29,휴게음식점,일반조리판매,만나분식,"서울특별시 동대문구 한천로33길 35 (전농동,지상1층)",서울특별시 동대문구 전농동 1-75 지상1층 
2011-03-29,휴게음식점,일반조리판매,씨유(CU) 용두점,"서울특별시 동대문구 왕산로 52, 102동 101호 (용두동)",서울특별시 동대문구 용두동 236-4 102동 101호
2011-03-29,휴게음식점,일반조리판매,훼미리마트용두안암점,"서울특별시 동대문구 무학로37길 42 (용두동,지상1층)",서울특별시 동대문구 용두동 233-14 지상1층 
2011-03-31,휴게음식점,일반조리판매,PC공간,"서울특별시 동대문구 천호대로 427-4 (장안동,지하1층)",서울특별시 동대문구 장안동 465-1 지하1층 
2011-04-21,휴게음식점,패스트푸드,59쌀피자,"서울특별시 동대문구 황물로 41 (전농동,지상1층)",서울특별시 동대문구 전농동 646-35 지상1층 
2012-07-05,휴게음식점,일반조리판매,버블트리,서울특별시 동대문구 휘경로 17 (이문동),서울특별시 동대문구 이문동 305-152 
2011-05-03,휴게음식점,커피숍,커피식스쥬스식스장안동튼튼병원점,"서울특별시 동대문구 답십리로 261 (장안동,지상1층)",서울특별시 동대문구 장안동 294-11 지상1층 
2018-11-14,휴게음식점,커피숍,카페공린가(cafe 공린家),"서울특별시 동대문구 장한로26길 55 (장안동,1층 4호)",서울특별시 동대문구 장안동 334-7 1층 4호 
2011-07-11,휴게음식점,커피숍,할리스커피(회기역점),"서울특별시 동대문구 회기로 196 (휘경동,지상2층)",서울특별시 동대문구 휘경동 317-101 지상2층 
2016-11-09,휴게음식점,일반조리판매,쥬씨&차얌 경희대점,"서울특별시 동대문구 경희대로6길 3-10, 1층 (회기동)",서울특별시 동대문구 회기동 35 1층 
2011-07-25,휴게음식점,커피숍,커피하이,"서울특별시 동대문구 경희대로1가길 34 (회기동,지상1층)",서울특별시 동대문구 회기동 42-7 지상1층 
2015-07-24,휴게음식점,일반조리판매,(주)다복캐터링 동대문점,"서울특별시 동대문구 천호대로4길 22, 지하1층 (신설동)",서울특별시 동대문구 신설동 109-4 지하1층 
2016-12-28,휴게음식점,커피숍,후츄,"서울특별시 동대문구 망우로6길 45 (휘경동,지상1층)",서울특별시 동대문구 휘경동 312-146 지상1층 
2011-08-29,휴게음식점,커피숍,커피애드립,"서울특별시 동대문구 망우로12가길 2 (휘경동,지상1층 103호)",서울특별시 동대문구 휘경동 281-19 지상1층 103호 
2011-09-01,휴게음식점,편의점,씨유(CU) 장안스타점,"서울특별시 동대문구 장한로26가길 81, 1층 (장안동)",서울특별시 동대문구 장안동 347-1 1층 
2020-01-22,휴게음식점,편의점,세븐일레븐(청량리역사점),"서울특별시 동대문구 왕산로 214 (전농동,지상3층 311호)",서울특별시 동대문구 전농동 591-53 지상3층 311호 
2020-01-22,휴게음식점,편의점,세븐일레븐(장안힐스테이트점),"서울특별시 동대문구 장안벚꽃로1길 7 (장안동,지상1층 103호)",서울특별시 동대문구 장안동 329-2 지상1층 103호 
2015-07-08,휴게음식점,일반조리판매,카리스,"서울특별시 동대문구 제기로 148, 1,2층 (청량리동)",서울특별시 동대문구 청량리동 37 
2011-09-22,휴게음식점,일반조리판매,엔학고레,"서울특별시 동대문구 답십리로23길 139 (전농동,1층)",서울특별시 동대문구 전농동 209-135 1층 
2011-09-23,휴게음식점,커피숍,블레스(Bless),"서울특별시 동대문구 장한로 199 (장안동,3층)",서울특별시 동대문구 장안동 301-3 3층 
2011-09-28,휴게음식점,일반조리판매,쉴만한 물가1,"서울특별시 동대문구 이문로 59 (이문동,1층)",서울특별시 동대문구 이문동 341-26 1층 
2011-09-28,휴게음식점,일반조리판매,쉴만한 물가2,"서울특별시 동대문구 이문로9길 3, 1층 (이문동)",서울특별시 동대문구 이문동 341-25 1층 
2017-05-11,휴게음식점,커피숍,투썸플레이스,"서울특별시 동대문구 전농로 214, 1~2층 (전농동)",서울특별시 동대문구 전농동 150-79 1~2층 
2014-02-24,휴게음식점,일반조리판매,배트콩,서울특별시 동대문구 경희대로4길 52 (회기동),서울특별시 동대문구 회기동 54-11 
2014-07-21,휴게음식점,일반조리판매,부산어묵 장돌이,"서울특별시 동대문구 왕산로 139-10, 1층 (제기동)",서울특별시 동대문구 제기동 1017 지상1층 
2017-10-30,휴게음식점,일반조리판매,카페슈바빙,"서울특별시 동대문구 약령서길 82, 1층 (제기동)",서울특별시 동대문구 제기동 887-188 
2011-11-08,휴게음식점,일반조리판매,씨유(CU) 청원에셋점,"서울특별시 동대문구 천호대로 319, 102호 (답십리동)",서울특별시 동대문구 답십리동 492-4 
2011-11-16,휴게음식점,일반조리판매,카페란스,"서울특별시 동대문구 답십리로60길 1 (답십리동, 2-68)",서울특별시 동대문구 답십리동 2-68 
2011-12-01,휴게음식점,커피숍,커피프로젝트,서울특별시 동대문구 약령시로 12-1 (제기동),서울특별시 동대문구 제기동 148-51 
2015-04-27,휴게음식점,일반조리판매,밥상차림,"서울특별시 동대문구 답십리로30길 48, 1층 (전농동)",서울특별시 동대문구 전농동 646-79 
2012-01-30,휴게음식점,철도역구내,조이빈스,,서울특별시 동대문구 제기동 51 제기역 2번출구에서 개찰구방향으로 오른편 
2015-04-14,휴게음식점,기타 휴게음식점,공기,"서울특별시 동대문구 왕산로 214, 지하2층 (전농동, 롯데백화점)",서울특별시 동대문구 전농동 591-53 
2012-02-02,휴게음식점,편의점,미니스톱 장안쉐르빌,서울특별시 동대문구 장한로21길 16 (장안동),서울특별시 동대문구 장안동 383-3 
2013-01-04,휴게음식점,일반조리판매,타코비,서울특별시 동대문구 회기로 185-1 (휘경동),서울특별시 동대문구 휘경동 320-4 
2012-02-16,휴게음식점,기타 휴게음식점,던킨도너츠,"서울특별시 동대문구 천호대로 133 (용두동, 홈플러스)",서울특별시 동대문구 용두동 33-1 
2012-02-24,휴게음식점,일반조리판매,러블티,서울특별시 동대문구 회기로31가길 33 (휘경동),서울특별시 동대문구 휘경동 183-113 
2014-02-27,휴게음식점,기타 휴게음식점,씨유(CU) 용두으뜸점,서울특별시 동대문구 안암로 52 (용두동),서울특별시 동대문구 용두동 730-1 
2019-05-27,휴게음식점,커피숍,스타벅스 커피(장한평역점),"서울특별시 동대문구 장한로 10, 1~2층 (장안동, 조광빌딩)",서울특별시 동대문구 장안동 433-7 
2012-03-07,휴게음식점,일반조리판매,씨유(CU) 이문1호점,서울특별시 동대문구 천장산로7길 8 (이문동),서울특별시 동대문구 이문동 264-211 
2012-03-15,휴게음식점,기타 휴게음식점,구내식당,"서울특별시 동대문구 망우로 135, 101호 (휘경동, 동양1차아파트상가)",서울특별시 동대문구 휘경동 115 
2014-05-26,휴게음식점,일반조리판매,맛있는족발가게 돈풍 청량리점,"서울특별시 동대문구 왕산로 214, 4층 (전농동, 롯데마트)",서울특별시 동대문구 전농동 591-53 
2012-12-24,휴게음식점,기타 휴게음식점,1번가국수,서울특별시 동대문구 왕산로 177 (제기동),서울특별시 동대문구 제기동 635-21 주부일련번-8번 
2012-05-09,휴게음식점,커피숍,2카페(2Cafe),"서울특별시 동대문구 장한로14길 81, 제상가동 1층 112호 (장안동, 래미안장안아파트)",서울특별시 동대문구 장안동 354-2 
2012-06-11,휴게음식점,기타 휴게음식점,츄츄바&츄밥,서울특별시 동대문구 답십리로69길 144 (장안동),서울특별시 동대문구 장안동 317-1 
2018-03-02,휴게음식점,기타 휴게음식점,또박이떡볶이,"서울특별시 동대문구 천호대로81길 49, 1층 (장안동)",서울특별시 동대문구 장안동 422-9 1층 
2020-06-30,휴게음식점,기타 휴게음식점,죽이야기 경희의료원점,"서울특별시 동대문구 경희대로 23, 2층 (회기동)",서울특별시 동대문구 회기동 1-5 2층 
2012-08-07,휴게음식점,커피숍,커피베이 용두점,"서울특별시 동대문구 고산자로 420, 108호 (용두동, 경동프라자)",서울특별시 동대문구 용두동 26-14 경동프라자 108호 
2012-08-07,휴게음식점,커피숍,카페피티,"서울특별시 동대문구 정릉천동로 102, 2층 (제기동)",서울특별시 동대문구 제기동 892-64 2층 
2012-09-24,휴게음식점,커피숍,첼리나,"서울특별시 동대문구 천호대로 317, 1층 (답십리동)",서울특별시 동대문구 답십리동 492-2 1층 
2017-09-12,휴게음식점,일반조리판매,새벽길빨간오뎅,"서울특별시 동대문구 한천로 190, 1층 (장안동)",서울특별시 동대문구 장안동 108-5 1층 
2012-09-26,휴게음식점,커피숍,아다모Coffee,"서울특별시 동대문구 답십리로69길 55, 1층 101호 (장안동)",서울특별시 동대문구 장안동 324-1 1층 101호
2012-10-05,휴게음식점,커피숍,카페비,"서울특별시 동대문구 천호대로77길 94, 1층 (장안동)",서울특별시 동대문구 장안동 401-6 
2012-10-16,휴게음식점,커피숍,세컨스텝,"서울특별시 동대문구 난계로30길 36-8, 1층 (신설동)",서울특별시 동대문구 신설동 104-24 1층 
2018-05-10,휴게음식점,커피숍,여느일,"서울특별시 동대문구 전농로 219-2, 지하1~지상2층 (전농동)",서울특별시 동대문구 전농동 103-275 지하1층~지상2층 
2012-10-30,휴게음식점,커피숍,카페데미(Cafe Demi),"서울특별시 동대문구 장한로25길 26, 1층 (장안동)",서울특별시 동대문구 장안동 370-8 1층 
2012-11-01,휴게음식점,편의점,미니스톱장안삼거리점,"서울특별시 동대문구 사가정로 230, 1층 (장안동)",서울특별시 동대문구 장안동 286-1 1층 
2012-11-06,휴게음식점,커피숍,이디야커피(회기중앙점),"서울특별시 동대문구 회기로 193, 1층 (휘경동)",서울특별시 동대문구 휘경동 191-4 
2014-03-28,휴게음식점,커피숍,커피델라,"서울특별시 동대문구 전농로 23, 1층 (답십리동)",서울특별시 동대문구 답십리동 487-20 1층 
2012-11-08,휴게음식점,편의점,GS25시(외대후레쉬점),"서울특별시 동대문구 천장산로9길 4, 지하1층 (이문동)",서울특별시 동대문구 이문동 264-206 지하1층 
2019-10-31,휴게음식점,커피숍,커피디엔에이로스팅컴퍼니,"서울특별시 동대문구 천장산로4길 48, 1층 (이문동)",서울특별시 동대문구 이문동 264-173 1층 
2017-06-21,휴게음식점,커피숍,커피마마(휘경점),"서울특별시 동대문구 한천로 242, 1층 101호 (전농동)",서울특별시 동대문구 전농동 1-205 1층 
2012-11-28,휴게음식점,편의점,GS25(고려대역점),"서울특별시 동대문구 종암로 2, 1층 (제기동)",서울특별시 동대문구 제기동 1149-10 1층 
2012-12-05,휴게음식점,커피숍,이디야커피(전농사거리점),"서울특별시 동대문구 사가정로 132, 1층 (전농동, (39-9))",서울특별시 동대문구 전농동 39-18 1층(39-9) 
2018-06-07,휴게음식점,커피숍,우리동네 휴게소,"서울특별시 동대문구 전농로 237, 1층 (전농동)",서울특별시 동대문구 전농동 103-287 1층 
2018-01-02,휴게음식점,커피숍,카페드림(서울시립대점),"서울특별시 동대문구 서울시립대로 163, 지하1층 (전농동, 서울시립대학교 미래관)",서울특별시 동대문구 전농동 90 서울시립대학교 미래관 지하1층 
2012-12-12,휴게음식점,편의점,GS25(전농제일점),"서울특별시 동대문구 전농로36길 2, 1층 (전농동, 외 1필지)",서울특별시 동대문구 전농동 103-316 외 1필지 1층 
2019-03-27,휴게음식점,기타 휴게음식점,짱구피씨방,"서울특별시 동대문구 왕산로33길 77, 3층 (제기동)",서울특별시 동대문구 제기동 591-15 
2015-04-21,휴게음식점,커피숍,커피니장안점,"서울특별시 동대문구 사가정로 214, 2층 (장안동)",서울특별시 동대문구 장안동 108-15 2층 
2012-12-24,휴게음식점,커피숍,탐앤탐스(회기역점),"서울특별시 동대문구 회기로 190-1, 1~2층 (휘경동, 319-39의 103호)",서울특별시 동대문구 휘경동 319-37 319-39의 103호 
2018-07-05,휴게음식점,편의점,씨유답십리두산점,"서울특별시 동대문구 답십리로48길 82, 1층 (답십리동)",서울특별시 동대문구 답십리동 29-60 1층 
2013-01-08,휴게음식점,편의점,맥스PC,"서울특별시 동대문구 천장산로7길 8, 지하1층 (이문동)",서울특별시 동대문구 이문동 264-211 지하1층 
2013-01-09,휴게음식점,커피숍,COFFEE9(커피나인),"서울특별시 동대문구 전농로3길 12, 1층 (답십리동)",서울특별시 동대문구 답십리동 268-8 
2013-01-14,휴게음식점,일반조리판매,깻잎떡볶이,"서울특별시 동대문구 한천로 224, 1층 101호 (장안동, 현대상가)",서울특별시 동대문구 장안동 95-1 현대상가 101호 
2013-01-22,휴게음식점,편의점,씨유(CU)휘경주공점,"서울특별시 동대문구 한천로 264, 1층 (휘경동, 휘경프라자102호,103호)","서울특별시 동대문구 휘경동 57-1 휘경프라자102호,103호 "
2013-02-04,휴게음식점,일반조리판매,퀴즈노스 롯데청량리점,"서울특별시 동대문구 왕산로 214, 지하2층 (전농동, 롯데백화점)",서울특별시 동대문구 전농동 591-53 롯데백화점 지하2층 
2013-02-06,휴게음식점,커피숍,요거프레소 동대문점,"서울특별시 동대문구 고산자로28가길 1, 1층 (용두동)",서울특별시 동대문구 용두동 39-902 1층 
2018-09-21,휴게음식점,커피숍,양자호떡,"서울특별시 동대문구 회기로 161, 1층 (회기동)",서울특별시 동대문구 회기동 45-57 1층 
2017-10-31,휴게음식점,일반조리판매,판다비,"서울특별시 동대문구 답십리로 288, 10층 1004호 (장안동)",서울특별시 동대문구 장안동 368-1 
2013-02-27,휴게음식점,커피숍,이디야커피(답십리역점),"서울특별시 동대문구 천호대로 265, 1층 (답십리동)",서울특별시 동대문구 답십리동 496-1 1층 
2018-10-18,휴게음식점,편의점,씨유(CU)전농으뜸점,"서울특별시 동대문구 전농로31길 17, 1층 (전농동)",서울특별시 동대문구 전농동 125-5 1층 
2019-11-22,휴게음식점,커피숍,카페홍,서울특별시 동대문구 무학로26길 21 (용두동),서울특별시 동대문구 용두동 122-42 
2013-11-26,휴게음식점,커피숍,에스카페,"서울특별시 동대문구 이문로30길 11, 1층 (이문동)",서울특별시 동대문구 이문동 292-191 292-190외5필지 
2013-03-25,휴게음식점,커피숍,이디야커피전농뉴타운점,"서울특별시 동대문구 답십리로 77, 1층 (전농동, 우일빌딩)",서울특별시 동대문구 전농동 652-1 우일빌딩 
2020-02-27,휴게음식점,커피숍,피씨앤푸드,"서울특별시 동대문구 한빛로 74, 3층 (용두동)",서울특별시 동대문구 용두동 130-18 3층 
2015-07-29,휴게음식점,커피숍,엘림,"서울특별시 동대문구 답십리로 86, 1층 (답십리동)",서울특별시 동대문구 답십리동 473-1 1층 
2013-04-18,휴게음식점,기타 휴게음식점,고봉민김밥,"서울특별시 동대문구 장안벚꽃로 107, 1층 106호 (장안동, 장안현대홈타운제상가1동106호)",서울특별시 동대문구 장안동 336 장안현대홈타운제상가1동106호 
2020-01-22,휴게음식점,편의점,세븐일레븐 경희의료원점,"서울특별시 동대문구 경희대로 23, 1층 (회기동, 경희의료원)",서울특별시 동대문구 회기동 1-5 경희의료원 1층 
2017-11-02,휴게음식점,커피숍,까페꽁벨렝,"서울특별시 동대문구 이문로 92, 1층 (이문동)",서울특별시 동대문구 이문동 326-5 1층 
2013-05-23,휴게음식점,기타 휴게음식점,도란도란,"서울특별시 동대문구 천호대로 145, 동대문구청 지상1층 (용두동)",서울특별시 동대문구 용두동 39-9 동대문구청 
2013-04-23,휴게음식점,기타 휴게음식점,우리수퍼,"서울특별시 동대문구 천호대로77길 9, 1층 (장안동)",서울특별시 동대문구 장안동 414-10 
2020-01-22,휴게음식점,편의점,세븐일레븐 이문통일점,"서울특별시 동대문구 이문로 86, 1층 101호 (이문동, 민족통일대통령리빙텔)",서울특별시 동대문구 이문동 325-20 민족통일대통령리빙텔 1층 101호
2015-11-30,휴게음식점,기타 휴게음식점,저스틴,"서울특별시 동대문구 장한로 52, 1층 102호 (장안동)",서울특별시 동대문구 장안동 436-4 1층102호 
2019-07-08,휴게음식점,커피숍,투썸플레이스(TWOSOME PLACE),"서울특별시 동대문구 고미술로 81, 1층 (답십리동)",서울특별시 동대문구 답십리동 530-16 1층 
2017-04-26,휴게음식점,기타 휴게음식점,커피온리경희대점,"서울특별시 동대문구 경희대로4길 8, 1층 (회기동)",서울특별시 동대문구 회기동 16-13 1층 
2013-07-10,휴게음식점,패스트푸드,피자알볼로(장안점),"서울특별시 동대문구 한천로 42, 1층 102호 (장안동, 위더스빌상가)",서울특별시 동대문구 장안동 580 위더스빌상가1층102호 
2013-07-17,휴게음식점,커피숍,상가(Sangha),"서울특별시 동대문구 안암로 154, 3층 (제기동)",서울특별시 동대문구 제기동 137-46 3층 
2014-11-17,휴게음식점,기타 휴게음식점,CU외대역점,"서울특별시 동대문구 외대역동로 88, 1층 (이문동)",서울특별시 동대문구 이문동 86-46 1층 
2016-07-05,휴게음식점,커피숍,아재의 취미,"서울특별시 동대문구 회기로31가길 14, 1층 (휘경동)",서울특별시 동대문구 휘경동 183-129 1층 
2016-04-07,휴게음식점,기타 휴게음식점,빵장수단팥빵바우하우스점,"서울특별시 동대문구 답십리로 288, 1층 (장안동, 바우하우스)",서울특별시 동대문구 장안동 368-1 지상1층 
2020-06-23,휴게음식점,기타 휴게음식점,(주)젠푸드 히노아지 롯데백화점 청량리점,"서울특별시 동대문구 왕산로 214, 지하2층 (전농동, 롯데백화점)",서울특별시 동대문구 전농동 591-53 롯데백화점지하2층 
2013-07-30,휴게음식점,기타 휴게음식점,빌리엔젤,"서울특별시 동대문구 왕산로 214, 지하2층 (전농동, 롯데백화점)",서울특별시 동대문구 전농동 591-53 롯데백화점지하2층 
2013-08-27,휴게음식점,커피숍,공차,"서울특별시 동대문구 회기로 188, 1층 (휘경동)",서울특별시 동대문구 휘경동 319-13 1층 
2019-01-18,휴게음식점,일반조리판매,더카페하임즈(The Cafe HEIMz),"서울특별시 동대문구 회기로 52, 2층 (청량리동)",서울특별시 동대문구 청량리동 205-838 2층 
2019-12-05,휴게음식점,커피숍,(주)보나비 아티제외대점,"서울특별시 동대문구 이문로 107, 1층 (이문동, 한국외대 사이버관)",서울특별시 동대문구 이문동 270-1 한국외대 사이버관 1층 
2013-09-09,휴게음식점,커피숍,이디야(장안동사거리점),"서울특별시 동대문구 답십리로 309, 1층 (장안동)",서울특별시 동대문구 장안동 331-4 1층 
2014-07-04,휴게음식점,커피숍,카페다디오,"서울특별시 동대문구 천호대로 4, 1층 (신설동, 동대문우체국)",서울특별시 동대문구 신설동 117-23 동대문우체국 1층 
2020-07-31,휴게음식점,커피숍,아비앙또(Abiantot),"서울특별시 동대문구 회기로 196, 2층 (휘경동, 회기역)",서울특별시 동대문구 휘경동 317-101 회기역2층 
2013-09-30,휴게음식점,커피숍,(주)현웅디자인,"서울특별시 동대문구 천호대로 79-1, 1층 (용두동)",서울특별시 동대문구 용두동 118-53 1층 
2013-10-14,휴게음식점,커피숍,이디야커피답십리사거리점,"서울특별시 동대문구 답십리로 154, 1층 (답십리동)",서울특별시 동대문구 답십리동 245-2 1층 
2015-10-12,휴게음식점,커피숍,플루토(PLUTO),"서울특별시 동대문구 장안벚꽃로 167, 주상가동 1층 124호 (장안동, 래미안2차 )",서울특별시 동대문구 장안동 329-3 래미안2차 주상가동 124호
2016-07-04,휴게음식점,커피숍,커피니 장안사거리점,"서울특별시 동대문구 장한로 121, 1층 (장안동)",서울특별시 동대문구 장안동 371-4 1층 
2013-11-07,휴게음식점,기타 휴게음식점,토프레소용두역점,"서울특별시 동대문구 고산자로 397, 1층 101호 (용두동, 에이플러스빌)",서울특별시 동대문구 용두동 40-35 에이플러스빌1층101호 
2013-11-12,휴게음식점,기타 휴게음식점,멜로우(mellow),"서울특별시 동대문구 천호대로83길 43, 1층 (장안동)",서울특별시 동대문구 장안동 423-16 1층 
2013-11-20,휴게음식점,커피숍,리에또,"서울특별시 동대문구 답십리로 78, 1층 101호 (답십리동)",서울특별시 동대문구 답십리동 472-1 1층101호 
2015-08-13,휴게음식점,패스트푸드,맥도날드 장안사거리점,"서울특별시 동대문구 답십리로 291-1, 1~2층 (장안동)",서울특별시 동대문구 장안동 308-4 1~2층 
2020-04-13,휴게음식점,기타 휴게음식점,한국맥도날드(유)외대점,"서울특별시 동대문구 휘경로 15, 1,2층 (이문동)","서울특별시 동대문구 이문동 305-151 1,2층 "
2013-12-20,휴게음식점,커피숍,허슬블렌딩,"서울특별시 동대문구 망우로18가길 5-9, 1층 (휘경동)",서울특별시 동대문구 휘경동 286-228 1 
2013-12-23,휴게음식점,편의점,미니스톱휘경주공점,"서울특별시 동대문구 한천로 250, 1층 103호 (휘경동, 휘경주공아파트주상가)",서울특별시 동대문구 휘경동 57-3 휘경주공아파트주상가1층103호 
2019-10-31,휴게음식점,패스트푸드,씨유 장안쉐르빌점,"서울특별시 동대문구 답십리로68길 24, 1층 (장안동)",서울특별시 동대문구 장안동 385-1 1층 
2014-01-08,휴게음식점,커피숍,(주)커피니 청량리점,"서울특별시 동대문구 왕산로 168, 1층 (용두동)",서울특별시 동대문구 용두동 786 1층 
2014-01-23,휴게음식점,기타 휴게음식점,PC쿠스,"서울특별시 동대문구 제기로 4, 3층 (제기동)",서울특별시 동대문구 제기동 137-153 3층 
2014-02-04,휴게음식점,편의점,CU신설교보점,"서울특별시 동대문구 왕산로 10, 1층 (신설동)",서울특별시 동대문구 신설동 98-32 1층 
2014-02-04,휴게음식점,과자점,씨유제기이래점,"서울특별시 동대문구 왕산로23길 17, 1층 (제기동)",서울특별시 동대문구 제기동 1158-47 1층 
2014-02-07,휴게음식점,일반조리판매,(주)서서오뎅 하뎅쿨,,서울특별시 동대문구 제기동 51 제기동역 
2016-10-28,휴게음식점,커피숍,카페20,"서울특별시 동대문구 망우로 133, 1층 (휘경동)",서울특별시 동대문구 휘경동 112-39 1층 
2014-02-20,휴게음식점,커피숍,선길,"서울특별시 동대문구 천호대로16길 16, 1층 (용두동)",서울특별시 동대문구 용두동 127-7 1층 
2014-03-10,휴게음식점,커피숍,선 에프앤비(선 F&B),"서울특별시 동대문구 천호대로81길 7, 학삼빌딩 1층 (장안동)",서울특별시 동대문구 장안동 418-5 학삼빌딩 
2016-06-09,휴게음식점,커피숍,케이탑,"서울특별시 동대문구 사가정로23가길 11, 지하1층 (장안동)",서울특별시 동대문구 장안동 94-42 지하1층 
2014-03-21,휴게음식점,커피숍,미소당본점,"서울특별시 동대문구 회기로 143-1, 1층 (회기동)",서울특별시 동대문구 회기동 16-24 1층 
2014-03-21,휴게음식점,일반조리판매,인마루,"서울특별시 동대문구 왕산로 214, 지하2층 (전농동, 롯데백화점)",서울특별시 동대문구 전농동 591-53 롯데백화점 지하2층 
2016-05-30,휴게음식점,편의점,CU전농동시립대점,"서울특별시 동대문구 전농로38길 42, 1층 101호 (전농동)",서울특별시 동대문구 전농동 103-19 1층101호 
2020-04-03,휴게음식점,커피숍,신참떡볶이 장안사거리점,"서울특별시 동대문구 답십리로 269, 1층 104호 (장안동, 화성빌딩)",서울특별시 동대문구 장안동 295-5 화성빌딩 104호
2015-04-23,휴게음식점,커피숍,요거프레소장안점,"서울특별시 동대문구 답십리로 251, 1층 (장안동)",서울특별시 동대문구 장안동 143-39 1층 
2014-04-16,휴게음식점,일반조리판매,피자알볼로 이문회기점,"서울특별시 동대문구 이문로 88, 1층 102호 (이문동, 민족통일대통령빌딩)",서울특별시 동대문구 이문동 324-10 민족통일대통령빌딩 
2014-04-25,휴게음식점,커피숍,밍스5˚c (Ming's 5˚c),"서울특별시 동대문구 왕산로 72, 1층 102호 (용두동)",서울특별시 동대문구 용두동 112-8 1층102호 
2015-07-29,휴게음식점,기타 휴게음식점,끼리끼리,"서울특별시 동대문구 약령시로21길 3, 1층 (청량리동)",서울특별시 동대문구 청량리동 225-3 1층 
2014-05-14,휴게음식점,커피숍,(주)벨모스,"서울특별시 동대문구 왕산로 109, 지하1층 110호 (제기동, 한솔동의보감)",서울특별시 동대문구 제기동 892-71 한솔동의보감 
2019-05-27,휴게음식점,커피숍,스타벅스커피 회기역사거리점,"서울특별시 동대문구 이문로 37, 1층 106,107,108호 (회기동, 회기역베라체캠퍼스)",서울특별시 동대문구 회기동 346-18 1층 회기역베라체캠퍼스 
2020-05-28,휴게음식점,커피숍,멕커피,"서울특별시 동대문구 외대역동로 19, 1층 (휘경동)",서울특별시 동대문구 휘경동 34-3 1층 
2014-05-23,휴게음식점,일반조리판매,월드푸드,"서울특별시 동대문구 왕산로 214, 지하2층 (전농동, 롯데백화점 식품관)",서울특별시 동대문구 전농동 591-53 롯데백화점 식품관 지하2층 
2014-06-03,휴게음식점,커피숍,커피허니,"서울특별시 동대문구 홍릉로 16, 1층 (청량리동)",서울특별시 동대문구 청량리동 300 1층 
2014-06-03,휴게음식점,편의점,홈플러스365장안타운점,"서울특별시 동대문구 한천로20길 8-12, 1층 (장안동)",서울특별시 동대문구 장안동 186-38 1층 
2014-06-05,휴게음식점,기타 휴게음식점,채민이네김밥,"서울특별시 동대문구 약령시로 27, 1층 101호 (제기동)",서울특별시 동대문구 제기동 181-1 1층101호 
2014-06-09,휴게음식점,커피숍,커피향기,"서울특별시 동대문구 한천로46길 79-2, 1층 (휘경동)",서울특별시 동대문구 휘경동 49-154 1층 
2016-11-28,휴게음식점,편의점,GS25휘경럭키,"서울특별시 동대문구 전농로38길 89, 1층 (휘경동)",서울특별시 동대문구 휘경동 312-11 
2014-07-09,휴게음식점,커피숍,민트레빗,"서울특별시 동대문구 망우로18가길 7, 1층 (휘경동)",서울특별시 동대문구 휘경동 285-1 1층 
2016-07-29,휴게음식점,커피숍,달커피,"서울특별시 동대문구 고산자로28가길 19, 1층 (용두동)",서울특별시 동대문구 용두동 39-106 지상1층 
2014-07-18,휴게음식점,커피숍,요거프레소,"서울특별시 동대문구 장한로32길 27, 상가동 109호 (장안동, 삼성그린아파트)",서울특별시 동대문구 장안동 326-10 삼성그린아파트 109호
